"Country","Season","Season.type","Year","Stock","Area","Fleets","Effort","UnitEffort","Catch..kg","Catch.Cat.","Report.cat.","Discards.Imported.Or.Raised"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",98147,"kWd",705.44,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",29298,"kWd",203.69,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",413460,"kWd",0,"Discards","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",2351841,"kWd",0,"Discards","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",2769,"kWd",8.77,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",90237,"kWd",324.65,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",486367,"kWd",3467.34,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",413460,"kWd",2786.94,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",2351841,"kWd",27609.12,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",40470,"kWd",739.16,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_>=220_0_0_all",252793,"kWd",0,"Discards","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",30365,"kWd",135.31,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",3464928,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",140391,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",1705,"kWd",0.25,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",98147,"kWd",45.71,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",29298,"kWd",13.2,"Discards","R-Reported","Raised Discard"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_>=70_0_0",2769,"kWd",2.91,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",90237,"kWd",21.04,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",40470,"kWd",47.9,"Discards","R-Reported","Raised Discard"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTT_DEF_100-119_0_0_all",137615,"kWd",119.42,"Discards","R-Reported","Raised Discard"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,1289,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,109008,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,14,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,33,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,61409,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,31787,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,195,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,193688,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,423577,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,35521,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,50499,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,20287,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,45245,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,17860,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,3,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,57048,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,2064,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,2515,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,11536,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,5214,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,14073,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,142,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,2304,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_>=120_0_0_all",-9,NA,56,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,373072,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,14869,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,48119,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,216,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,51682,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,215759,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,3122,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,22633,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,50882,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,NA,112781,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,25485,"Discards","A-All - reported, nonre","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",25022,"kWd",396.33,"Landings","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,0,"Discards","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,335,"Landings","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0_all",-9,NA,496,"Landings","R-Reported","Imported"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,"kWd",0,"Landings","R-Reported","Imported"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",-9,"kWd",0,"Landings","R-Reported","Imported"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",-9,"kWd",0,"Landings","R-Reported","Imported"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,"kWd",88,"Landings","R-Reported","Imported"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,"kWd",1,"Landings","R-Reported","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,129.42,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,10071.83,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,3270.99,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,1529.17,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_>=120_0_0_all",-9,NA,15.88,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","GNS_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",25022,"kWd",25.68,"Discards","R-Reported","Raised Discard"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,"kWd",0,"Discards","R-Reported","Raised Discard"
"UK(Scotland)","annual","Year",2017,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,"kWd",0.28,"Discards","R-Reported","Raised Discard"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","2","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,311,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","1","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,311,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","4","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,312,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","3","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,311,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,108,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,108,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,109,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,108,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,8,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,16761,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,9,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,11,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,33,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,44,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,15,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_>=120_0_0_all",-9,NA,4,"Landings","A-All - reported, nonre","Imported"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",205462,"kWd",8516,"Discards","R-Reported","Imported"
"Belgium","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",118535,"kWd",6625,"Discards","R-Reported","Imported"
"Belgium","2","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",49355,"kWd",28982,"Landings","R-Reported","Imported"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",205462,"kWd",52145,"Landings","R-Reported","Imported"
"Belgium","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",60474,"kWd",4259,"Discards","R-Reported","Imported"
"Belgium","4","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",118535,"kWd",40564,"Landings","R-Reported","Imported"
"Belgium","2","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",49355,"kWd",4734,"Discards","R-Reported","Imported"
"Belgium","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_70-99_0_0_all",60474,"kWd",26072,"Landings","R-Reported","Imported"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",1968,"kWd",1043,"Landings","R-Reported","Imported"
"Belgium","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",11998,"kWd",2257,"Landings","R-Reported","Imported"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all",5586,"kWd",128,"Landings","R-Reported","Imported"
"Netherlands","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all",7378,"kWd",66.6,"Landings","R-Reported","Imported"
"Netherlands","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",13100,"kWd",70.83,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",43721,"kWd",0,"Discards","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_all_0_0_all",14303,"kWd",45.5,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",185540,"kWd",81.68,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",58514,"kWd",1870.89,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",10474,"kWd",400.45,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_100-119_0_0_all",16359,"kWd",333.97,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",34775,"kWd",1004.59,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",19857,"kWd",152,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",342102,"kWd",633.36,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",43721,"kWd",4997.3,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",36808,"kWd",873.98,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",10832,"kWd",130,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",26439,"kWd",569.21,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_all_0_0_all",24698,"kWd",469.13,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",29606,"kWd",226.06,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",218308,"kWd",48.09,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_All_0_0_All",94384,"kWd",43.16,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",30254,"kWd",521.98,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_all_0_0_all",11492,"kWd",353.62,"Landings","R-Reported","Imported"
"France","1","Quarter",2017,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",1075436,"kWd",1712.81,"Landings","R-Reported","Imported"
"France","4","Quarter",2017,"ple.27.7e","27.7.e","DRB_MOL_0_0_0_all",1225129,"kWd",941.23,"Landings","R-Reported","Imported"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_120-219_0_0_all",53897,"kWd",1910.14,"Landings","R-Reported","Imported"
"France","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",64629,"kWd",555.02,"Landings","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","R-Reported","Imported"
"Ireland","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,246,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","2","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","1","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","4","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","3","Quarter",2017,"ple.27.7e","27.7.e","C-Allgears",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","3","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","2","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","1","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","4","Quarter",2017,"ple.27.7e","27.7.e","MIS_MIS_0_0_0_HC",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_16-31_0_0_all",-9,NA,5.97,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","GTR_DEF_all_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_>=120_0_0_all",-9,NA,22.55,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2017,"ple.27.7e","27.7.e","LLS_FIF_0_0_0_all",-9,NA,0,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","3","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_>=120_0_0_all",-9,NA,1.13,"Discards","A-All - reported, nonre","Raised Discard"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",1968,"kWd",170.35,"Discards","R-Reported","Raised Discard"
"Belgium","4","Quarter",2017,"ple.27.7e","27.7.e","OTB_CRU_70-99_0_0_all",11998,"kWd",368.63,"Discards","R-Reported","Raised Discard"
"Belgium","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all",5586,"kWd",20.91,"Discards","R-Reported","Raised Discard"
"Netherlands","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all",7378,"kWd",22.1,"Discards","R-Reported","Raised Discard"
"Netherlands","1","Quarter",2017,"ple.27.7e","27.7.e","SSC_DEF_70-99_0_0_all_FDF",13100,"kWd",23.5,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2017,"ple.27.7e","27.7.e","TBB_DEF_all_0_0_all",14303,"kWd",10.5,"Discards","R-Reported","Raised Discard"
