"Country","Season","Season.type","Year","Stock","Area","Fleets","Effort","UnitEffort","Catch..kg","Catch.Cat.","Report.cat.","Discards.Imported.Or.Raised"
"France","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",55589,"kWd",0,"Discards","R-Reported","Imported"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",57806,"kWd",1749.77,"Landings","R-Reported","Imported"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",57806,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",28398,"kWd",422.52,"Landings","R-Reported","Imported"
"UK (Channel Island Jersey)","1","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,438,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","1","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,405.73,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","2","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,439,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","2","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,406.65,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","3","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,439,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","3","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,406.65,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Jersey)","4","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,438,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Jersey)","4","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,405.73,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","1","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,434,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","1","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,402.02,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","2","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,435,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","2","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,402.95,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","3","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,435,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","3","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,402.95,"Discards","A-All - reported, nonre","Raised Discard"
"UK (Channel Island Guernsey)","4","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,434,"Landings","A-All - reported, nonre","Imported"
"UK (Channel Island Guernsey)","4","Quarter",2014,"ple.27.7e","27.7.e","C-Allgears",-9,NA,402.02,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,6844,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,3469.05,"Discards","A-All - reported, nonre","Raised Discard"
"UK (England)","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,9423,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,11276,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,11800,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,3769,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,9246,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_>=120_0_0_all",-9,NA,399,"Discards","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,98357,"Landings","A-All - reported, nonre","Imported"
"UK (England)","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,111804,"Discards","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,67191,"Landings","A-All - reported, nonre","Imported"
"UK (England)","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,96077,"Discards","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,46855,"Landings","A-All - reported, nonre","Imported"
"UK (England)","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,108575,"Discards","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,90309,"Landings","A-All - reported, nonre","Imported"
"UK (England)","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0_all",-9,NA,173953,"Discards","A-All - reported, nonre","Imported"
"France","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",501562,"kWd",6570.09,"Landings","R-Reported","Imported"
"France","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",501562,"kWd",11856.04,"Discards","R-Reported","Raised Discard"
"France","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",519403,"kWd",6397.67,"Landings","R-Reported","Imported"
"France","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",519403,"kWd",11544.9,"Discards","R-Reported","Raised Discard"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",427684,"kWd",8303.87,"Landings","R-Reported","Imported"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",427684,"kWd",14984.73,"Discards","R-Reported","Raised Discard"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",445984,"kWd",6941.76,"Landings","R-Reported","Imported"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_100-119_0_0",445984,"kWd",12526.74,"Discards","R-Reported","Imported"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1972191,"kWd",44018.2,"Landings","R-Reported","Imported"
"France","3","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1972191,"kWd",15097.97,"Discards","R-Reported","Imported"
"France","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1309746,"kWd",35704.97,"Landings","R-Reported","Imported"
"France","2","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1309746,"kWd",21279.36,"Discards","R-Reported","Imported"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1339079,"kWd",23865.1,"Landings","R-Reported","Imported"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1339079,"kWd",2382.7,"Discards","R-Reported","Imported"
"France","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1319855,"kWd",128680.59,"Landings","R-Reported","Imported"
"France","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_70-99_0_0",1319855,"kWd",13272.39,"Discards","R-Reported","Imported"
"France","4","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",28398,"kWd",0,"Discards","R-Reported","Raised Discard"
"France","1","Quarter",2014,"ple.27.7e","27.7.e","OTB_DEF_All_0_0_All",10357,"kWd",765.86,"Landings","R-Reported","Imported"
